POWER	40%
0	24.75
100	25.25
200	25.25
299	25.25
399	24.75
499	24.75
599	24.75
698	24.75
797	24.75
897	24.75
996	24.75
1096	24.75
1195	24.75
1295	24.50
1394	24.50
1494	24.50
1593	24.75
1693	24.75
1792	24.75
1892	25.25
1991	25.25
2091	25.25
2190	25.75
2290	25.75
2390	25.75
2489	26.75
2589	26.75
2688	26.75
2788	27.75
2888	27.75
2987	27.75
3087	29.25
3187	29.25
3286	29.25
3386	30.75
3486	30.75
3585	30.75
3685	32.25
3818	32.25
3917	32.25
4017	34.25
4117	34.25
4216	34.25
4316	36.25
4416	36.25
4516	36.25
4615	38.00
4715	38.00
4815	38.00
4914	40.00
5014	40.00
5113	40.00
5213	42.25
5313	42.25
5413	42.25
5512	44.50
5612	44.50
5712	44.50
5812	46.75
5911	46.75
6011	46.75
6111	49.25
6210	49.25
6310	49.25
6410	51.25
6510	51.25
6609	51.25
6709	53.50
6809	53.50
6908	53.50
7008	56.00
7108	56.00
7207	56.00
7307	58.25
7407	58.25
7507	58.25
7606	60.25
7706	60.25
7806	60.25
7905	63.25
8005	63.25
8104	63.25
8204	65.50
8304	65.50
8404	65.50
8503	67.75
8603	67.75
8702	67.75
8802	70.00
8901	70.00
9001	70.00
9101	72.50
9200	72.50
9300	72.50
9400	74.00
9499	74.00
9599	74.00
9699	77.00
9798	77.00
9898	77.00
9997	79.00
10097	79.00
10197	79.00
10296	80.50
10396	80.50
10496	80.50
10596	83.25
10695	83.25
10795	83.25
10894	85.50
10994	85.50
11094	85.50
11193	87.50
11293	87.50
11393	87.50
11492	89.75
11592	89.75
11692	89.75
11791	91.50
11891	91.50
11991	91.50
12090	93.50
12190	93.50
12290	93.50
12389	95.25
12489	95.25
12588	95.25
12688	97.25
12787	97.25
12887	97.25
12986	99.25
13086	99.25
13186	99.25
13285	101.00
13385	101.00
13518	101.00
13617	102.75
13684	102.75
13817	102.75
13916	104.50
14016	104.50
14116	104.50
14216	105.75
14315	105.75
14415	105.75
14515	108.25
14614	108.25
14714	108.25
14814	109.50
14913	109.50
15013	109.50
15113	111.25
15213	111.25
15313	111.25
15412	113.00
15512	113.00
15611	113.00
15711	114.25
15810	114.25
15910	114.25
16010	116.00
16109	116.00
16209	116.00
16309	117.50
16408	117.50
16508	117.50
16608	118.75
16707	118.75
16807	118.75
16907	120.25
17007	120.25
17106	120.25
17206	121.75
17306	121.75
17405	121.75
17505	123.00
17605	123.00
17704	123.00
17804	124.25
17904	124.25
18003	124.25
18103	125.50
18203	125.50
18302	125.50
18402	126.75
18502	126.75
18601	126.75
18701	128.25
18800	128.25
18900	128.25
18999	129.50
19099	129.50
19199	129.50
19299	130.75
19398	130.75
19498	130.75
19597	131.25
19697	131.25
19797	131.25
19896	133.00
19996	133.00
20096	133.00
20195	133.75
20295	133.75
20394	133.75
20494	135.50
20594	135.50
20693	135.50
20793	136.50
20892	136.50
20992	136.50
21092	137.75
21191	137.75
21291	137.75
21390	138.50
21490	138.50
21590	138.50
21690	139.25
21789	139.25
21889	139.25
21989	140.00
22088	140.00
22188	140.00
22288	141.00
22387	141.00
22487	141.00
22586	142.25
22686	142.25
22786	142.25
22885	143.75
22985	143.75
23117	143.75
23217	144.50
23317	144.50
23417	144.50
23517	145.00
23616	145.00
23716	145.00
23816	146.00
23916	146.00
24015	146.00
24115	147.25
24215	147.25
24314	147.25
24414	148.00
24514	148.00
24613	148.00
24713	148.50
24813	148.50
24912	148.50
25012	149.75
25112	149.75
25211	149.75
25311	150.50
25411	150.50
25510	150.50
25610	151.25
25710	151.25
25809	151.25
25909	152.00
26009	152.00
26108	152.00
26208	152.75
26307	152.75
26407	152.75
26507	153.25
26606	153.25
26706	153.25
26806	154.25
26905	154.25
27005	154.25
27104	155.00
27204	155.00
27304	155.00
27403	155.75
27503	155.75
27603	155.75
27702	156.50
27802	156.50
27902	156.50
28001	157.00
28101	157.00
28200	157.00
28300	158.00
28400	158.00
28499	158.00
28599	158.50
28698	158.50
28798	158.50
28898	159.25
28997	159.25
29097	159.25
29196	159.50
29296	159.50
29396	159.50
29495	160.50
29595	160.50
29695	160.50
29795	160.75
29894	160.75
29994	160.75
30093	161.75
30193	161.75
30293	161.75
30393	162.00
30492	162.00
30592	162.00
30692	163.00
30791	163.00
30891	163.00
30990	163.50
31090	163.50
31190	163.50
31289	164.00
31389	164.00
31489	164.00
31588	164.75
31688	164.75
31788	164.75
31887	165.25
31987	165.25
32086	165.25
32186	165.50
32285	165.50
32385	165.50
32518	166.25
32585	166.25
32684	166.25
32784	166.75
32917	166.75
33017	166.75
33116	167.25
33216	167.25
33316	167.25
33416	167.75
33515	167.75
33615	167.75
33715	168.50
33815	168.50
33914	168.50
34014	169.00
34114	169.00
34214	169.00
34313	169.50
34413	169.50
34513	169.50
34612	170.00
34712	170.00
34812	170.00
34911	170.50
35011	170.50
35110	170.50
35210	170.50
35310	170.50
35410	170.50
35509	171.50
35609	171.50
35708	171.50
35808	171.50
35908	171.50
36007	171.50
36107	172.25
36207	172.25
36307	172.25
36406	172.75
36506	172.75
36605	172.75
36705	173.25
36805	173.25
36904	173.25
37004	173.00
37104	173.00
37203	173.00
37303	174.00
37402	174.00
37502	174.00
37601	174.50
37701	174.50
37801	174.50
37900	175.00
38000	175.00
38100	175.00
38199	175.00
38299	175.00
38398	175.00
38498	175.00
38598	175.00
38698	175.00
38798	175.50
38897	175.50
38997	175.50
39096	175.75
39196	175.75
39295	175.75
39395	176.50
39495	176.50
39595	176.50
39694	176.75
39794	176.75
39894	176.75
39993	177.50
40093	177.50
40193	177.50
40292	177.75
40392	177.75
40492	177.75
40591	178.00
40691	178.00
40791	178.00
40890	178.50
40990	178.50
41089	178.50
41189	178.75
41289	178.75
41389	178.75
41488	179.00
41588	179.00
41688	179.00
41787	179.75
41887	179.75
41986	179.75
42086	180.00
42186	180.00
42285	180.00
42385	180.25
42484	180.25
42617	180.25
42717	180.50
42817	180.50
42916	180.50
43016	181.00
43115	181.00
43215	181.00
43315	181.25
43414	181.25
43514	181.25
43614	181.50
43713	181.50
43813	181.50
43913	181.75
44012	181.75
44112	181.75
44212	182.00
44311	182.00
44411	182.00
44511	182.00
44610	182.00
44710	182.00
44810	182.75
44909	182.75
45009	182.75
45108	182.75
45208	182.75
45308	182.75
45407	183.50
45507	183.50
45607	183.50
45707	183.75
45806	183.75
45906	183.75
46005	184.00
46105	184.00
46205	184.00
46304	184.25
