2023-01-25 00:02:15.141, , id           E, 70.0
2023-01-25 00:02:16.142, Start, id           E, 70.0
2023-01-25 00:02:17.142, Start, id           E, 70.0
2023-01-25 00:02:18.144, Pre-damage, id           E, 70.0
2023-01-25 00:02:19.143, Pre-damage, id           E, 70.0
2023-01-25 00:02:20.156, Hys, id           E, 70.0
2023-01-25 00:02:21.156, Hys, id           E, 70.0
2023-01-25 00:02:22.151, Null, id           E, 70.0
2023-01-25 00:02:23.146, Null, id           E, 70.0
2023-01-25 00:02:24.153, Blok_1_80deg, id           E, 71.0
2023-01-25 00:02:25.144, Blok_1_80deg, id           E, 72.0
2023-01-25 00:02:26.156, Blok_1_80deg, id           E, 73.0
2023-01-25 00:02:27.151, Blok_1_80deg, id           E, 74.0
2023-01-25 00:02:28.153, Blok_1_80deg, id           E, 75.0
2023-01-25 00:02:29.142, Blok_1_80deg, id           E, 76.0
2023-01-25 00:02:30.143, Blok_1_80deg, id           E, 77.0
2023-01-25 00:02:31.147, Blok_1_80deg, id           E, 78.0
2023-01-25 00:02:32.152, Blok_1_80deg, id           E, 79.0
2023-01-25 00:02:33.142, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:34.149, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:35.145, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:36.144, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:37.15, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:38.147, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:39.154, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:40.142, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:41.147, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:42.149, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:43.155, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:44.147, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:45.142, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:46.147, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:47.156, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:48.151, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:49.156, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:50.157, Blok_1_80deg, id           E, 80.0
2023-01-25 00:02:51.148, Heat-cool_1, id           E, 80.0
2023-01-25 00:02:52.148, Blok_2_100deg, id           E, 80.75
2023-01-25 00:02:53.151, Blok_2_100deg, id           E, 81.75
2023-01-25 00:02:54.147, Heat-cool_2, id           E, 82.75
2023-01-25 00:02:55.154, Blok_3_90deg, id           E, 83.75
2023-01-25 00:02:56.153, Blok_3_90deg, id           E, 84.75
2023-01-25 00:02:57.145, Blok_3_90deg, id           E, 85.75
2023-01-25 00:02:58.142, Blok_3_90deg, id           E, 86.75
2023-01-25 00:02:59.157, Blok_3_90deg, id           E, 87.75
2023-01-25 00:03:00.146, Blok_3_90deg, id           E, 88.75
2023-01-25 00:03:01.156, Blok_3_90deg, id           E, 89.75
2023-01-25 00:03:02.142, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:03.15, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:04.146, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:05.151, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:06.152, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:07.15, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:08.149, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:09.142, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:10.149, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:11.148, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:12.15, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:13.148, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:14.147, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:15.166, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:16.153, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:17.151, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:18.144, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:19.146, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:20.144, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:21.147, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:22.144, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:23.152, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:24.151, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:25.149, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:26.156, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:27.143, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:28.157, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:29.145, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:30.149, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:31.148, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:32.147, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:33.152, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:34.147, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:35.168, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:36.148, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:37.154, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:38.145, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:39.145, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:40.157, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:41.156, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:42.151, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:43.152, Blok_3_90deg, id           E, 90.0
2023-01-25 00:03:44.156, Blok_3_90deg, id           E, 90.0
