0	17.75
100	17.75
200	17.75
299	18.25
399	18.25
498	18.25
598	18.25
698	18.25
797	18.25
897	18.00
996	18.00
1096	18.00
1195	18.25
1295	18.25
1395	18.25
1494	17.75
1594	17.75
1694	17.75
1793	18.25
1893	18.25
1992	18.25
2092	18.25
2192	18.25
2291	18.25
2391	18.25
2491	18.25
2590	18.25
2690	18.25
2789	18.25
2889	18.25
2988	18.00
3088	18.00
3188	18.00
3287	18.50
3387	18.50
3486	18.50
3586	21.00
3686	21.00
3785	21.00
3885	38.75
3985	38.75
4085	38.75
4184	76.00
4284	76.00
4383	76.00
4483	94.75
4582	94.75
4682	94.75
4781	99.00
4881	99.00
4980	99.00
5080	99.75
5179	99.75
5279	99.75
5412	100.50
5511	100.50
5611	100.50
5711	100.50
5810	100.50
5910	100.50
6010	100.50
6109	100.50
6209	100.50
6309	99.50
6408	99.50
6508	99.50
6607	100.50
6707	100.50
6807	100.50
6906	100.25
7006	100.25
7105	100.25
7205	100.25
7304	100.25
7404	100.25
7504	100.50
7603	100.50
7703	100.50
7802	100.25
7902	100.25
8001	100.25
8100	100.50
8200	100.50
8300	100.50
8399	100.25
8499	100.25
8598	100.25
8698	100.50
8798	100.50
8897	100.50
8997	100.50
9096	100.50
9195	100.50
9295	100.50
9395	100.50
9495	100.50
9594	100.25
9694	100.25
9793	100.25
9893	100.00
9993	100.00
10092	100.00
10192	100.25
10292	100.25
10392	100.25
10491	100.75
10591	100.75
10690	100.75
10790	100.75
10890	100.75
10989	100.75
11088	100.50
11188	100.50
11288	100.50
11388	100.50
11488	100.50
11587	100.50
11687	100.50
11786	100.50
11886	100.50
11986	100.75
12085	100.75
12184	100.75
12284	100.00
12384	100.00
12483	100.00
12616	100.25
12715	100.25
12815	100.25
12915	100.25
13014	100.25
13114	100.25
13213	100.25
13313	100.25
13413	100.25
13512	100.75
13612	100.75
13711	100.75
13811	100.00
13911	100.00
14010	100.00
14110	100.75
14210	100.75
14309	100.75
14409	100.50
14508	100.50
14608	100.50
14708	100.25
14807	100.25
14907	100.25
15006	100.50
15106	100.50
15206	100.50
15305	100.00
15405	100.00
15504	100.00
15604	100.25
15703	100.25
15803	100.25
15902	100.75
16002	100.75
16102	100.75
16201	100.50
16301	100.50
16400	100.50
16499	100.25
16599	100.25
16699	100.25
16798	100.50
16898	100.50
16998	100.50
17098	100.00
17197	100.00
17297	100.00
17396	100.50
17496	100.50
17596	100.50
17695	100.25
17795	100.25
17895	100.25
17994	100.00
18094	100.00
18193	100.00
18293	100.50
18392	100.50
18492	100.50
18591	99.75
18691	99.75
18790	99.75
18890	100.50
18990	100.50
19089	100.50
19189	100.50
19288	100.50
19388	100.50
19488	100.00
19587	100.00
19687	100.00
19787	100.50
19886	100.50
20019	100.50
20118	100.00
20218	100.00
20318	100.00
20418	100.50
20517	100.50
20616	100.50
20716	100.25
20816	100.25
20915	100.25
21015	100.50
21114	100.50
21214	100.50
21314	99.50
21414	99.50
21513	99.50
21613	96.75
21713	96.75
21813	96.75
21912	86.75
22012	86.75
22111	86.75
22211	78.25
22310	78.25
22410	78.25
22510	72.25
22609	72.25
22709	72.25
22809	67.50
22908	67.50
23008	67.50
23107	64.25
23207	64.25
23307	64.25
23406	61.50
